,Country.Name,Country.Code,Indicator.Name,Indicator.Code,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
19,Luxembourg,LUX,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,18.88551226,19.93273314,21.1057455,21.93071098,24.5990264,24.82464668,24.01285765,22.95728271,22.38547222,20.87712517,21.6351358,21.10296963,20.08421949,18.49831971,17.36212137
20,Latvia,LVA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2.682622965,2.988928918,2.992111413,3.221510038,3.271442282,3.352846325,3.611860039,3.779785259,3.629405756,3.376490018,3.849593455,3.541113332,3.471747548,3.518240904,3.498192882
21,Malta,MLT,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,5.292462963,6.325824114,5.806537886,6.476880542,6.415248662,6.683221324,6.351303206,6.698844917,6.252313871,5.814186003,6.174949579,6.104795468,6.38190073,5.49231748,5.400613957
22,Netherlands,NLD,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,10.89472628,11.01778766,11.24924012,11.22973834,11.352269,11.12017757,10.98971528,10.78586295,10.76402402,10.42752306,11.01707086,10.4335386,10.16475883,10.31006279,9.920138075
23,Poland,POL,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,7.822798329,7.877112224,7.712040984,7.911421984,7.97271581,7.927026686,8.362097463,8.244183742,8.258160054,7.800914342,8.313376825,8.328175875,7.879830064,7.946282506,7.517151585
24,Portugal,PRT,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,6.096403385,6.056037979,6.410086691,5.853135645,6.02313785,6.215165476,5.684705076,5.705207852,5.268402206,5.126323978,4.552752646,4.510827218,4.37605313,4.344029312,4.331554028
25,Romania,ROU,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,4.040518655,4.366207979,4.47471788,4.684388286,4.517307494,4.524305495,4.876469678,4.895132266,4.692067363,4.005210952,3.922213561,4.212926221,4.074315455,3.550167079,3.516153691
26,Slovak Republic,SVK,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,6.659329488,7.317137791,7.300020532,7.349868072,7.212801455,7.325390806,7.277962961,6.843273815,7.010558568,6.319073237,6.721959562,6.395396289,6.059022901,6.11280356,5.661581328
27,Slovenia,SVN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,7.23840366,7.611741112,7.731011817,7.772287175,7.884828934,7.931674693,8.094608116,8.049468764,8.58644121,7.491602314,7.485854369,7.350637628,7.185481044,6.869551393,6.213686845
28,Sweden,SWE,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,5.562430083,5.747026066,6.434228598,6.115194532,6.062241404,5.710313512,5.459003216,5.253521937,5.328098275,4.63141136,5.547348052,5.474957121,4.942300828,4.671420785,4.478182178
